tweet_id,retweets,favorites,creation_time
816829038950027264,4378,0,2017-01-05 02:09:53+00:00
816816676327063552,1888,9449,2017-01-05 01:20:46+00:00
816697700272001025,2050,9215,2017-01-04 17:27:59+00:00
816450570814898180,7441,28616,2017-01-04 01:05:59+00:00
816336735214911488,1797,8155,2017-01-03 17:33:39+00:00
816091915477250048,1980,8467,2017-01-03 01:20:49+00:00
816062466425819140,944,0,2017-01-02 23:23:48+00:00
816014286006976512,4868,0,2017-01-02 20:12:21+00:00
815990720817401858,944,4681,2017-01-02 18:38:42+00:00
815966073409433600,7845,21079,2017-01-02 17:00:46+00:00
815745968457060357,3849,0,2017-01-02 02:26:09+00:00
815736392542261248,2115,9288,2017-01-02 01:48:06+00:00
815639385530101762,1549,7797,2017-01-01 19:22:38+00:00
815390420867969024,3563,9793,2017-01-01 02:53:20+00:00
814986499976527872,1185,7241,2016-12-31 00:08:17+00:00
814638523311648768,2521,10669,2016-12-30 01:05:33+00:00
814578408554463233,5447,0,2016-12-29 21:06:41+00:00
814530161257443328,1738,8199,2016-12-29 17:54:58+00:00
